"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez_id","rank_metric"
"ENSG00000165816.13",1686.86196131912,3.97719876248148,0.166334771441381,23.910807872683,2.36432301454374e-126,1.76724051787088e-123,"340706",125.62629319029
"ENSG00000181418.8",98.2835694927036,4.54826742395539,0.1904820552052,23.8776687864676,5.22631815280497e-126,3.83276479175893e-123,"23109",125.28180415607
"ENSG00000236081.1",298.5999119323,4.87375457430699,0.205143755629904,23.7577525055144,9.13643622459648e-125,6.57620376254845e-122,"101927125",124.039223172954
"ENSG00000006704.11",2515.76061741195,2.17828391540436,0.0930660870978756,23.4057752220044,3.73238748435671e-121,2.54509538143818e-118,"9569",120.428013275541
"ENSG00000138028.16",855.385076308706,3.50177177887025,0.150995889552584,23.1911728805754,5.58990583013865e-119,3.68251626789541e-116,"10669",118.252595508356
"ENSG00000173894.11",542.661361491849,3.61666906853354,0.156386492205212,23.126479899477,2.50772005236328e-118,1.59786988516813e-115,"84733",117.600720947307
"ENSG00000187583.11",148.081318837248,3.44647546943682,0.149166029480781,23.1049621782745,4.12761208856036e-118,2.58761333319619e-115,"84069",117.384301124296
"ENSG00000174951.11",306.96779470137,2.84226094653902,0.123219287275741,23.0666887415003,1.00033961128125e-117,6.17161904940946e-115,"2523",116.999852533734
"ENSG00000122778.10",902.94367073657,2.27465478812223,0.0990097141516295,22.9740567136542,8.47204768321855e-117,5.14518045861467e-114,"57670",116.072011608554
"ENSG00000273604.2",525.432066262198,3.68261113233159,0.160526720631285,22.9407983782975,1.82058197815737e-116,1.08865200503109e-113,"100170841",115.739789760641
"ENSG00000111110.12",1563.19438391371,2.24211668343523,0.0997079559538353,22.486838306798,5.58392778282391e-112,3.23934485168358e-109,"57460",111.253060207098
"ENSG00000088992.18",1938.80917579414,4.59145931586546,0.205468045878857,22.3463424506046,1.31049262842575e-110,7.38206195386259e-108,"54997",109.882565417635
"ENSG00000137868.19",448.00194420654,5.74961804590262,0.257610412544638,22.3190436640691,2.4139781104847e-110,1.34037858854742e-107,"64220",109.617266672324
"ENSG00000103257.9",6453.03651542235,3.05552101727267,0.137830137466692,22.1687438860101,6.88037492176965e-109,3.76656918956821e-106,"8140",108.162387895773
"ENSG00000105219.10",175.799790987834,4.87269229097233,0.224178753632647,21.735745301524,9.42407681033623e-105,4.75707814888504e-102,"79935",104.025761182853
"ENSG00000228742.11",61.6949672519088,6.58323841138165,0.302935236906302,21.73150432618,1.03360094469228e-104,5.15051301516663e-102,"111216280",103.985647102412
"ENSG00000228705.2",76.9219037262102,6.17956304699924,0.285734333220133,21.6269531818511,1.00185591254365e-103,4.92913108971475e-101,"100652730",102.999194734444
"ENSG00000125485.17",732.989172043315,1.10726341636403,0.0515834681190527,21.465470561392,3.27419046526854e-102,1.57112635807478e-99,"64794",101.484896060535
"ENSG00000005001.10",848.841686866453,3.60759376654527,0.168359564879956,21.427910966137,7.34003377544313e-102,3.47917600956004e-99,"64063",101.134301941657
"ENSG00000115363.14",319.921078510124,3.76275600591688,0.175640383195605,21.4230687582048,8.14427437142697e-102,3.8138753767304e-99,"84141",101.089147603869
"ENSG00000197905.10",1010.62006162839,2.29309684667235,0.107095628814498,21.4116754535731,1.04005580680968e-101,4.81248679750937e-99,"7004",100.982943356913
"ENSG00000131389.17",4062.13664936684,2.85227937426663,0.133342429181147,21.3906360622228,1.63316608256027e-101,7.38115108104101e-99,"6533",100.786969648042
"ENSG00000099953.10",5862.60241597169,4.44692879072596,0.208155233700884,21.3635214049728,2.91950938397717e-101,1.30431598547614e-98,"4320",100.534690124488
"ENSG00000204869.8",79.6137827431541,5.59957857146519,0.263897473534729,21.2187653654376,6.40847493801505e-100,2.73719344934911e-97,"444882",99.1932453097647
"ENSG00000120708.17",32413.5216038729,3.26181324491324,0.154047331961496,21.1740976190911,1.65521531892455e-99,6.99292489303908e-97,"7045",98.7811455029528
"ENSG00000158106.14",978.840349387545,3.32976065662911,0.157607473358516,21.1269211140436,4.49946664547426e-99,1.86048159123717e-96,"114822",98.3468389632592
"ENSG00000230316.7",154.721810688318,8.70386396009559,0.415616469174765,20.9420574150435,2.21677079835247e-97,9.06962604109093e-95,"154860",96.654279208174
"ENSG00000145506.14",919.795834066829,4.35861818936649,0.208429175391017,20.9117470296068,4.18621032299669e-97,1.67741879210552e-94,"85409",96.3781789556862
"ENSG00000078114.19",3304.27686933285,2.27770636034182,0.109085060009785,20.8800944889933,8.12310734572532e-97,3.22172383993522e-94,"10529",96.090277807587
"ENSG00000212993.5",201.978583685259,4.6982064966183,0.225021692885934,20.8789047685277,8.32789105032215e-97,3.26958049842345e-94,"5462",96.0794649651202
"ENSG00000186007.10",112.759284868436,7.08803917843136,0.339671577455114,20.8673308244874,1.06094649235863e-96,4.08285824405893e-94,"93273",95.9743065186994
"ENSG00000015413.9",9357.74181256586,5.46002709293123,0.262146751086796,20.8281318394956,2.40666755327821e-96,9.17081906478602e-94,"1800",95.6185838971568
"ENSG00000065600.13",375.414976259058,1.51222614796317,0.0728115724540059,20.7690357040212,8.24978653216355e-96,3.02502549935974e-93,"55248",95.0835572889171
"ENSG00000141570.11",533.370294795707,1.70022529075882,0.081933261314678,20.7513440021486,1.19212044261784e-95,4.33040536109069e-93,"57332",94.9236798646278
"ENSG00000091651.9",538.72764846002,1.95504849293346,0.094433729691183,20.7028622011103,3.26398611983292e-95,1.17467233801542e-92,"23594",94.4862516967603
"ENSG00000127423.11",186.831583278557,2.15843513717056,0.105034195288436,20.5498326639553,7.72289412701882e-94,2.70426530566637e-91,"79000",93.1122199188541
"ENSG00000237686.7",68.5839602426156,4.50590810254499,0.219717438957107,20.507739958796,1.83630801824838e-93,6.26084386432264e-91,"101929705",92.7360544694279
"ENSG00000135245.10",978.128557312686,2.41733603355871,0.118065969934949,20.4744519940046,3.63816992455227e-93,1.22963816197824e-90,"29923",92.4391170206183
"ENSG00000137699.17",3067.62128796308,3.98949713499886,0.194926960525368,20.4666256747981,4.27194948222905e-93,1.4313976937524e-90,"23650",92.3693738916815
"ENSG00000169247.14",522.036415524603,3.29826617720481,0.16173989433627,20.3924096200252,1.95286782187715e-92,6.4325480085357e-90,"79628",91.7093271505534
"ENSG00000120149.9",453.741278445606,4.61727274713095,0.226463244010297,20.3886187681785,2.11019723041164e-92,6.89236520602014e-90,"4488",91.6756769513012
"ENSG00000249859.12",661.133323131925,3.15899619136388,0.155300786867061,20.3411473637157,5.56140599634002e-92,1.78645229971689e-89,"5820",91.2548153991986
"ENSG00000226320.6",88.2918557090769,7.16016722955933,0.352401123577692,20.3182304212511,8.87170624144878e-92,2.82643834584124e-89,"101928114",91.0519928469119
"ENSG00000125630.16",1591.22868534901,1.1890602564507,0.0585995988872842,20.2912695484119,1.53577827935224e-91,4.81392178724702e-89,"84172",90.8136714789688
"ENSG00000165376.11",5287.6395036461,5.59236055152354,0.27694491548886,20.1930428715471,1.12704718961525e-90,3.42234923171606e-88,"9075",89.9480578996057
"ENSG00000181652.19",157.919448469518,3.57582783288304,0.177286734788964,20.1697427454998,1.80575545079029e-90,5.39893098933207e-88,"285973",89.7433410655195
"ENSG00000070882.13",1417.99302169864,1.79549051384949,0.0890329140408243,20.1665926943175,1.92449814074405e-90,5.71003005606411e-88,"26031",89.7156825041407
"ENSG00000213468.7",139.138208079407,5.5331458686155,0.27553967727664,20.0811219759841,1.07929407706709e-89,3.17803046874572e-87,"286467",88.9668602062472
"ENSG00000091127.14",1126.55398105355,1.64230832072648,0.0818418437833556,20.0668538831292,1.4382570655045e-89,4.17180415089768e-87,"54517",88.8421634838055
"ENSG00000198535.5",850.670327747702,4.23502562136302,0.211229563008412,20.0493982047123,2.04301404119757e-89,5.88206442616794e-87,"145741",88.6897286485444
"ENSG00000233532.6",80.7518853756741,7.0195121752601,0.350159187567218,20.0466314307763,2.15983502732695e-89,6.17268145898117e-87,"728192",88.6655794198943
"ENSG00000196260.5",105.419348786181,7.01844079536394,0.35023221046137,20.0393926821247,2.49796788085727e-89,7.08693544475623e-87,"389376",88.6024131501317
"ENSG00000107815.10",1029.48765408,1.49685363710197,0.0748230087418044,20.0052585731648,4.95609533688863e-89,1.38585261549775e-86,"56652",88.3048603480009
"ENSG00000117877.11",233.648363187609,1.87078156449798,0.0939269586190295,19.9174080796752,2.87492133631469e-88,7.75989184026939e-86,"10849",87.5413740339906
"ENSG00000157766.19",332.915068711586,3.21085575624554,0.161328949369642,19.9025393073671,3.86826179339163e-88,1.02980547524347e-85,"176",87.4124841417302
"ENSG00000171388.12",331.96196453192,3.22585617798825,0.162114756169296,19.8985968594956,4.18480173920931e-88,1.10649574149379e-85,"8862",87.3783251124872
"ENSG00000181085.15",217.028614641784,4.2871530060091,0.2155930426757,19.8853958959053,5.44508391609655e-88,1.42999676791108e-85,"225689",87.2639954227922
"ENSG00000130826.18",5097.24014310648,1.43920060955083,0.0724271401286841,19.871012537479,7.25251613305596e-88,1.89188454402429e-85,"1736",87.1395112964461
"ENSG00000112877.8",357.310994644755,1.99506089218012,0.100683644904851,19.815143701497,2.20378085759565e-87,5.67261949490249e-85,"55722",86.6568315936082
"ENSG00000183734.4",4273.28170452986,4.06778030955436,0.205673790780618,19.7778253326077,4.62197716061608e-87,1.1818882123607e-84,"430",86.3351722049069
"ENSG00000196584.3",309.811657609941,2.07998283894068,0.105392931646003,19.7355060387446,1.06871480275018e-86,2.71495470282967e-84,"7516",85.9711381751626
"ENSG00000169035.12",210.702899099269,8.527505945318,0.432844087345852,19.7011029944007,2.10973506421848e-86,5.32475210883401e-84,"5650",85.6757720790019
"ENSG00000198759.12",123.918503225175,3.47537666749644,0.176521863692338,19.6880805289577,2.72833728996359e-86,6.84161379266483e-84,"25975",85.5641019411581
"ENSG00000131188.12",415.595474876561,3.63432656669399,0.185126536602775,19.631580827832,8.30889073810304e-86,2.07019208467044e-83,"80758",85.0804569519652
"ENSG00000196950.14",1357.04395325178,1.88952078941245,0.0963394934840277,19.6131484719267,1.19406322773783e-85,2.95610506596905e-83,"57181",84.9229726759448
"ENSG00000114656.12",213.692180854061,2.79348627839958,0.142649924223654,19.5828094098376,2.16730916309235e-85,5.27415842028388e-83,"57501",84.6640791328666
"ENSG00000123485.12",864.186199809947,1.65548738323875,0.0845802812684099,19.5729708912314,2.62900056620055e-85,6.30765395105452e-83,"55355",84.5802093203608
"ENSG00000186451.2",37.6913420005817,3.14344400327631,0.16068810944854,19.5623933473621,3.23529318112498e-85,7.71468560515128e-83,"353324",84.4900863575995
"ENSG00000158055.16",183.705121462412,3.91977993430087,0.200618978168198,19.5384303623287,5.17492656927496e-85,1.21168099936493e-82,"57822",84.2860958083416
"ENSG00000011426.11",1865.57005273258,2.01681886036016,0.103631416246011,19.4614619139473,2.33041712972173e-84,5.42387143700743e-82,"54443",83.6325663360888
"ENSG00000234602.9",35.6440244830927,3.94658200024454,0.202822090358725,19.4583439765577,2.47658705440278e-84,5.72976104943614e-82,"345643",83.606146401547
"ENSG00000173557.15",180.879311391935,3.29773367340958,0.169698004537075,19.4329549272283,4.06285855497501e-84,9.23480621723793e-82,"339778",83.3911682970098
"ENSG00000179431.7",182.02077698021,2.90603272663427,0.150128440186327,19.3569767528894,1.78031919599085e-83,3.95413980055842e-81,"24147",82.7495021254273
"ENSG00000170231.16",337.292175329839,4.62682718708784,0.239069927608496,19.3534470578198,1.90654379425433e-83,4.21042864744758e-81,"2172",82.7197532143166
"ENSG00000232956.9",957.567291071911,1.77431540153071,0.0918014125805672,19.3277570753448,3.13764677191886e-83,6.85135138937878e-81,"285958",82.5033959497361
"ENSG00000101224.17",5587.68954013792,2.18645819212979,0.113158226194124,19.3221320770696,3.49895866274002e-83,7.59762711192062e-81,"994",82.4560611883116
"ENSG00000124571.18",2460.48290068232,1.26406335209633,0.0656243255804199,19.2621157004847,1.11719168314781e-82,2.37284187653492e-80,"57510",81.9518723060327
"ENSG00000164932.13",1034.68353136283,3.74955982742338,0.194974311067437,19.2310453971883,2.03484761493346e-82,4.29839440745836e-80,"115908",81.6914681085378
"ENSG00000101189.7",1427.88500357427,1.63513840168038,0.0852934178923593,19.1707454348228,6.49711267251849e-82,1.35042660617887e-79,"55257",81.1872796016618
"ENSG00000149243.16",229.898532548111,3.86067218738914,0.201483017031597,19.1612784256834,7.79353059328297e-82,1.61127099521129e-79,"283212",81.1082657554443
"ENSG00000134827.8",838.107130213336,7.25683798817817,0.378859589638988,19.1544260370792,8.88999764039681e-82,1.8186127804576e-79,"6947",81.0510983543012
"ENSG00000186416.17",595.378907254798,1.42485691190445,0.0744664973904895,19.1342007726339,1.31073921951118e-81,2.66731999916023e-79,"55922",80.8824837055586
"ENSG00000152669.9",337.305546647035,3.0272574549516,0.158356108228346,19.1167709842071,1.8309791207313e-81,3.70658835753043e-79,"10309",80.7373166080756
"ENSG00000146858.8",277.102020347718,2.1347936109336,0.111691515798307,19.1133014506548,1.95688055112337e-81,3.9409343658582e-79,"92092",80.7084356830652
"ENSG00000105948.13",319.154143543887,1.62032843226354,0.0848261462578117,19.1017569905732,2.44131951197299e-81,4.86611316878802e-79,"79989",80.612375377811
"ENSG00000088836.14",296.743829087894,4.08031324124906,0.213680456172969,19.095397465579,2.75750900819374e-81,5.46830919033032e-79,"83959",80.559483060138
"ENSG00000165480.16",887.964837439769,2.04796557753191,0.1073968808706,19.0691346054962,4.55785200608633e-81,8.85772958862818e-79,"221150",80.3412397805123
"ENSG00000128683.14",108.532448635921,5.34595905048297,0.280609833486904,19.0512177853969,6.41913977591707e-81,1.23514418222943e-78,"2571",80.192523167508
"ENSG00000006118.15",1403.42392999689,2.58282427694146,0.135712722958586,19.0315559266292,9.34367966616288e-81,1.78024579051186e-78,"54972",80.0294820591018
"ENSG00000105664.11",747.262420017199,5.98050784908025,0.314578737896479,19.0111635931616,1.3786037217646e-80,2.61383265646569e-78,"1311",79.8605605533918
"ENSG00000229404.6",69.3646827649546,5.94634960763248,0.312804418794467,19.0098005346261,1.41489440083915e-80,2.66961726076778e-78,"170425",79.8492759720437
"ENSG00000088325.16",4435.33191539071,1.83884101364888,0.0967349675332635,19.0090621885676,1.43494865434906e-80,2.69437605300672e-78,"22974",79.8431636386734
"ENSG00000179546.4",302.665948207617,4.11128714646668,0.216438342777296,18.9951886237504,1.86914742225965e-80,3.47607760805684e-78,"3352",79.7283564438598
"ENSG00000104312.8",927.591714423728,1.5081829941139,0.0794373831299142,18.9858091328031,2.23467279715058e-80,4.1360601085547e-78,"8767",79.6507860576751
"ENSG00000249550.7",152.887642309878,7.50937598211456,0.395921752634777,18.9668183981841,3.20741152730028e-80,5.85284841516936e-78,"100506465",79.4938453142937
"ENSG00000175063.17",3011.65415260713,2.08761496499451,0.110342844184774,18.9193506875597,7.90219937105524e-80,1.42195687571377e-77,"11065",79.1022520173454
"ENSG00000170369.4",60.4894254589022,6.28466382545345,0.333108857014081,18.8666968563606,2.14280916028574e-79,3.82049112119203e-77,"1470",78.6690165057316
"ENSG00000174015.10",28.4295388832778,7.23444700390309,0.383632294179071,18.8577633157396,2.53728637456499e-79,4.50316195463891e-77,"220082",78.5956305127253
"ENSG00000183248.12",279.555399576553,4.08132988310604,0.216517394302059,18.8498937753346,2.94432974504807e-79,5.20182766047856e-77,"80164",78.5310135535616
"ENSG00000090447.12",1002.33343380695,1.43267504992233,0.0761440993718052,18.8153128310928,5.65735473410472e-79,9.94977664276843e-77,"7023",78.2473865887628
"ENSG00000151388.11",747.524217254676,3.34910873367456,0.178620221939271,18.7498856362032,1.94007771749408e-78,3.36638128230179e-76,"81792",77.7121808723364
"ENSG00000240204.3",62.4360263939127,3.94606193329529,0.210494796458672,18.7466008646444,2.06366999823515e-78,3.56492113295128e-76,"100287482",77.6853597495855
"ENSG00000175792.12",2434.01886996261,1.33556445649165,0.0713749231548649,18.7119564891695,3.95582611808891e-78,6.77335020078765e-76,"8607",77.4027628064617
"ENSG00000128610.12",71.3252826813708,8.52315240881531,0.456280115751311,18.6796490019757,7.24942516909292e-78,1.2304395522808e-75,"389549",77.1396964287102
"ENSG00000135763.10",886.150102642484,1.21404439389152,0.0652639244564084,18.6020746377644,3.09110305518181e-77,5.13440143370968e-75,"9816",76.5098865156256
"ENSG00000129451.12",1015.07607195365,5.14837597529751,0.277563078573871,18.5484899567697,8.38753627982346e-77,1.37555594989105e-74,"5655",76.0763655883022
"ENSG00000131746.13",4415.66111974135,3.36232973652212,0.181357565735902,18.5397820205551,9.86205798993358e-77,1.61058180652411e-74,"84951",76.0060324481003
"ENSG00000239605.11",37.0858137150386,5.13386865221996,0.277029242125235,18.531865491294,1.14256279926538e-76,1.85812263103962e-74,"285051",75.9421199202516
"ENSG00000103253.19",396.369705493536,3.65709804995236,0.197665343898445,18.5014630173678,2.00944520914599e-76,3.25429651621193e-74,"84264",75.6969238310693
"ENSG00000231172.2",28.6416617349677,7.26367032423035,0.3926523039905,18.4989881643636,2.10386685530837e-76,3.393074561499e-74,"101927884",75.67698174828
"ENSG00000107937.19",2366.74333945437,1.05615253457704,0.0571804062945411,18.4705321808437,3.56551887417168e-76,5.63351982119126e-74,"23560",75.4478772602603
"ENSG00000107159.13",1582.78049683048,5.49399244110388,0.297495593153803,18.4674750400875,3.77324926877518e-76,5.93759727039489e-74,"768",75.4232845034453
"ENSG00000172164.15",1892.81070851688,2.25650357563288,0.122344201968806,18.4438946784599,5.83805976010125e-76,9.14974624014579e-74,"6641",75.2337314637589
"ENSG00000135069.14",2035.19474222263,2.6809387979782,0.145571820704596,18.4166055284734,9.6679515121533e-76,1.5030957574975e-73,"29968",75.0146655363837
"ENSG00000135451.13",825.575196092226,1.93631145158129,0.105219785391908,18.4025413506517,1.25345831835506e-75,1.92566869240414e-73,"10024",74.9018901031971
"ENSG00000101104.13",957.277151855184,3.11272467637282,0.169322653701304,18.383391757277,1.78453751621408e-75,2.70942985078942e-73,"80336",74.7484743174682
"ENSG00000149968.12",1669.43099833838,4.84846285059384,0.264085438741597,18.3594478881434,2.77413190090753e-75,4.16312581947776e-73,"4314",74.5568728934882
"ENSG00000255650.6",34.8801890327947,3.54898998399543,0.193316077184632,18.3584833485208,2.82384109931065e-75,4.22142522492332e-73,"84983",74.5491597451677
"ENSG00000107807.13",114.940075516732,4.05384831954352,0.221207566339876,18.3259930327833,5.13358436864481e-75,7.6449102390991e-73,"3195",74.2895792961069
"ENSG00000254560.6",88.050690582215,4.70276070105405,0.256799857488406,18.3129412416686,6.52482577557278e-75,9.64284898269821e-73,"103695435",74.1854310802682
"ENSG00000126249.8",233.63387435305,1.76136270561892,0.0961839632160862,18.3124363638651,6.5856123972948e-75,9.6958175249263e-73,"84306",74.1814038337015
"ENSG00000124207.17",6233.70188249809,1.53234128096268,0.0837117919174987,18.3049633255117,7.55428320852961e-75,1.10799954622313e-72,"1434",74.1218067375922
"ENSG00000261373.1",310.15202768265,2.79828222720002,0.153023665614688,18.2865978014542,1.05816801162171e-74,1.54040727624392e-72,"100128881",73.975445371311
"ENSG00000088826.18",867.803811876455,2.30459906333286,0.126066966041188,18.280752965689,1.17788680800532e-74,1.70828747961011e-72,"54498",73.928896442164
"ENSG00000182118.8",314.681826089434,1.80124513249089,0.0986751935775225,18.2542852685237,1.91297858127996e-74,2.75383894434035e-72,"375061",73.7182898925362
"ENSG00000162004.18",120.556570264409,3.60765688219217,0.197879228353561,18.231609816803,2.89667689410293e-74,4.13926608529385e-72,"124093",73.5380999448839
"ENSG00000183856.11",2342.94184971314,1.90320462018628,0.10447353182334,18.2170985030402,3.77656564788479e-74,5.3377292218904e-72,"128239",73.4229029615781
"ENSG00000165188.13",175.690701814798,3.32984750303754,0.182883145590884,18.2075143790808,4.49914400900392e-74,6.335968454419e-72,"138065",73.3468701056753
"ENSG00000108773.11",2894.53612913539,1.58881756241678,0.08735324318257,18.1884209965292,6.37504327053873e-74,8.88118931323653e-72,"2648",73.1955168631148
"ENSG00000112578.10",1158.4721297259,1.52206213751628,0.0837621413704996,18.171241955048,8.72020088240658e-74,1.20618066867395e-71,"705",73.0594735103523
"ENSG00000260573.4",169.859277511223,8.26684267958427,0.456148978056787,18.1231200271485,2.09377867256056e-73,2.88585068954198e-71,"124903770",72.679069228276
"ENSG00000110092.4",6617.56244716787,1.65391284553929,0.0917942127756173,18.0176156593023,1.41721173490046e-72,1.89945467972797e-70,"595",71.848565260247
"ENSG00000133119.13",1249.1857265591,1.76310402391189,0.0979174138413193,18.0060313558638,1.74714853106696e-72,2.33361405860861e-70,"5983",71.7576701725896
"ENSG00000187730.9",53.2488008251788,2.88566679471426,0.160342536190797,17.9968888061027,2.06074812374968e-72,2.73369140183968e-70,"2563",71.6859750868964
"ENSG00000125398.8",8293.7377214541,1.87644094818972,0.104488969623119,17.958268274229,4.13508505477844e-72,5.42981371314623e-70,"6662",71.3835155529939
"ENSG00000170835.16",1364.05983714532,6.07458637819001,0.338524719215839,17.9442919035905,5.31841568420526e-72,6.93678459106343e-70,"1056",71.2742177214796
"ENSG00000008300.17",772.90658117537,2.7338987593351,0.152377290948426,17.9416417126121,5.57824684341056e-72,7.25134776955457e-70,"1951",71.2535022716477
"ENSG00000160401.15",98.5492913223889,1.92838348612428,0.107528703805517,17.9336625280267,6.43945870398078e-72,8.31524521283472e-70,"286207",71.191150637571
"ENSG00000025772.8",3221.68457054173,1.78352645868555,0.0994582902239438,17.9324061842376,6.58664536235631e-72,8.47714344185646e-70,"10953",71.1813357191785
